allocation_date,condition,usable_supply_kg,near_expiry_supply_kg,requested_quantity_kg,allocated_physical_kg,true_fulfilled_kg,quantity_fulfillment_rate,complete_order_fulfillment_rate,exact_grade_fulfillment_rate,substituted_fulfillment_rate,expiring_residual_kg,waste_proxy_rate,weighted_service_value,solver_seconds,decision_cycle_minutes,order_line_count,constraint_violations,parser_latency_seconds,validation_seconds,explanation_seconds,human_review_minutes
2025-03-05,P1_proposed_dss,716.0,53.0,800.0,586.0,566.0,0.7075,0.6666666666666666,0.51125,0.19625,0.0,0.0,723.9499999999999,0.015542899956926703,3.856389988275648,27,0,6.7243696299192965,0.4091938068568997,1.2742929598057484,3.716
2025-03-06,B0_manual,634.0,35.0,656.0,439.0,439.0,0.6692073170731707,0.5238095238095238,0.5899390243902439,0.07926829268292683,2.0,0.0031545741324921135,553.85,0.019098099961411208,26.651923997843912,21,0,0.0,0.0,0.0,26.651923997843912
2025-03-06,B1_optimization_only,634.0,35.0,656.0,544.0,544.0,0.8292682926829268,0.7142857142857143,0.5777439024390244,0.25152439024390244,1.0,0.0015772870662460567,675.9,0.01504859997658059,2.7252508099996096,21,0,0.0,0.0,0.0,2.7252508099996096
2025-03-06,P1_proposed_dss,634.0,35.0,656.0,508.0,508.0,0.774390243902439,0.6666666666666666,0.5670731707317073,0.2073170731707317,1.0,0.0015772870662460567,639.9,0.013629399996716529,3.4275693843486925,21,0,5.9091743547457245,0.40537641218232245,0.8459828939968,3.308
2025-03-07,B0_manual,642.0,27.0,597.0,511.0,511.0,0.8559463986599665,0.6153846153846154,0.830820770519263,0.02512562814070352,16.0,0.024922118380062305,776.6999999999998,0.021511700004339218,29.62711948254686,26,0,0.0,0.0,0.0,29.62711948254686
2025-03-07,B1_optimization_only,642.0,27.0,597.0,519.0,519.0,0.8693467336683417,0.6538461538461539,0.830820770519263,0.038525963149078725,3.0,0.004672897196261682,785.75,0.0162203999934718,2.8502703399998914,26,0,0.0,0.0,0.0,2.8502703399998914
2025-03-07,P1_proposed_dss,642.0,27.0,597.0,519.0,519.0,0.8693467336683417,0.6538461538461539,0.830820770519263,0.038525963149078725,3.0,0.004672897196261682,785.75,0.015313999960198998,3.848159402544986,26,0,7.973571760412354,0.45710135194596174,1.1635770403806713,3.6879999999999997
2025-03-08,B0_manual,634.0,49.0,616.0,464.0,464.0,0.7532467532467533,0.7096774193548387,0.7256493506493507,0.027597402597402596,33.0,0.052050473186119876,691.4,0.03061020001769066,32.73534918048198,31,0,0.0,0.0,0.0,32.73534918048198
2025-03-08,B1_optimization_only,634.0,49.0,616.0,504.0,504.0,0.8181818181818182,0.7419354838709677,0.702922077922078,0.11525974025974026,5.0,0.007886435331230283,770.7000000000002,0.01926120003918186,2.9753210200006532,31,0,0.0,0.0,0.0,2.9753210200006532
2025-03-08,P1_proposed_dss,634.0,49.0,616.0,504.0,504.0,0.8181818181818182,0.7419354838709677,0.702922077922078,0.11525974025974026,5.0,0.007886435331230283,770.7000000000002,0.01787400001194328,4.061752402904514,31,0,7.552596255945162,0.7098030782854806,1.5657218615620776,3.897652482974436
2025-03-09,B0_manual,702.0,53.0,755.0,514.0,514.0,0.680794701986755,0.43478260869565216,0.680794701986755,0.0,36.0,0.05128205128205128,811.8999999999999,0.019953300012275577,30.357426813795932,23,0,0.0,0.0,0.0,30.357426813795932
2025-03-09,B1_optimization_only,702.0,53.0,755.0,514.0,514.0,0.680794701986755,0.5217391304347826,0.6781456953642384,0.0026490066225165563,29.0,0.04131054131054131,816.8,0.014925000024959445,2.7752487500004164,23,0,0.0,0.0,0.0,2.7752487500004164
2025-03-09,P1_proposed_dss,702.0,53.0,755.0,514.0,514.0,0.680794701986755,0.5217391304347826,0.6781456953642384,0.0026490066225165563,29.0,0.04131054131054131,816.8,0.013788899988867342,3.639505430466041,23,0,8.615643889678868,0.43534712823064986,1.1574147783001165,3.4691355188627324
2025-03-10,B0_manual,696.0,57.0,746.0,554.0,554.0,0.7426273458445041,0.5806451612903226,0.6340482573726541,0.10857908847184987,39.0,0.05603448275862069,771.3999999999999,0.027356899983715266,25.0547843050463,31,0,0.0,0.0,0.0,25.0547843050463
2025-03-10,B1_optimization_only,696.0,57.0,746.0,606.0,606.0,0.8123324396782842,0.6774193548387096,0.6420911528150134,0.17024128686327078,2.0,0.0028735632183908046,831.4499999999998,0.017228899989277124,2.975287148333155,31,0,0.0,0.0,0.0,2.975287148333155
2025-03-10,P1_proposed_dss,696.0,57.0,746.0,606.0,606.0,0.8123324396782842,0.6774193548387096,0.6420911528150134,0.17024128686327078,2.0,0.0028735632183908046,831.4499999999998,0.016928400029428303,3.992481620131164,31,0,8.234755049556563,0.5621343780143826,1.0550793802694594,3.828
2025-03-11,B0_manual,626.0,43.0,654.0,489.0,489.0,0.7477064220183486,0.6333333333333333,0.6926605504587156,0.05504587155963303,14.0,0.022364217252396165,747.95,0.02851179998833686,31.4596970429939,30,0,0.0,0.0,0.0,31.4596970429939
2025-03-11,B1_optimization_only,626.0,43.0,654.0,546.0,546.0,0.8348623853211009,0.7666666666666667,0.6651376146788991,0.16972477064220184,1.0,0.001597444089456869,854.2000000000002,0.019429200037848204,2.950323820000631,30,0,0.0,0.0,0.0,2.950323820000631
2025-03-11,P1_proposed_dss,626.0,43.0,654.0,546.0,530.0,0.8103975535168195,0.7,0.6406727828746177,0.16972477064220184,1.0,0.001597444089456869,830.4000000000001,0.016138599952682853,3.245383655344057,30,0,7.870129267657449,0.5300767791210543,1.506674673912233,3.08
2025-03-12,B0_manual,668.0,61.0,708.0,460.0,460.0,0.6497175141242938,0.5769230769230769,0.614406779661017,0.03531073446327684,39.0,0.058383233532934134,723.05,0.022030799998901784,26.603440280994825,26,0,0.0,0.0,0.0,26.603440280994825
2025-03-12,B1_optimization_only,668.0,61.0,708.0,486.0,486.0,0.6864406779661016,0.5769230769230769,0.597457627118644,0.08898305084745763,21.0,0.03143712574850299,783.1,0.01593039999715984,2.8502655066666196,26,0,0.0,0.0,0.0,2.8502655066666196
2025-03-12,P1_proposed_dss,668.0,61.0,708.0,486.0,455.0,0.6426553672316384,0.5384615384615384,0.5324858757062146,0.11016949152542373,21.0,0.03143712574850299,744.25,0.014564499957486987,4.056592222586494,26,0,7.153705231665235,0.42954211242936907,1.2657472527221543,3.9088662376402565
2025-03-13,B0_manual,602.0,39.0,696.0,420.0,420.0,0.603448275862069,0.5806451612903226,0.5962643678160919,0.007183908045977011,9.0,0.014950166112956811,618.3,0.02676110004540533,29.196832519191855,31,0,0.0,0.0,0.0,29.196832519191855
2025-03-13,B1_optimization_only,602.0,39.0,696.0,492.0,492.0,0.7068965517241379,0.6451612903225806,0.5962643678160919,0.11063218390804598,0.0,0.0,722.6000000000001,0.016301700030453503,2.9752716950005076,31,0,0.0,0.0,0.0,2.9752716950005076
2025-03-13,P1_proposed_dss,602.0,39.0,696.0,492.0,492.0,0.7068965517241379,0.6451612903225806,0.5962643678160919,0.11063218390804598,0.0,0.0,722.6000000000001,0.015077199961524457,3.783815688871181,31,0,9.302788374344775,0.737535107900862,1.6935406500637256,3.5879999999999996
2025-03-14,B0_manual,594.0,31.0,599.0,368.0,368.0,0.6143572621035058,0.5555555555555556,0.5175292153589316,0.09682804674457429,17.0,0.02861952861952862,494.25,0.023849899997003376,30.535211166072447,27,0,0.0,0.0,0.0,30.535211166072447
2025-03-14,B1_optimization_only,594.0,31.0,599.0,488.0,488.0,0.8146911519198664,0.7037037037037037,0.5175292153589316,0.29716193656093487,9.0,0.015151515151515152,668.6000000000001,0.016711400006897748,2.8752785233334484,27,0,0.0,0.0,0.0,2.8752785233334484
2025-03-14,P1_proposed_dss,594.0,31.0,599.0,485.0,485.0,0.8096828046744574,0.7037037037037037,0.5125208681135225,0.29716193656093487,9.0,0.015151515151515152,661.5500000000002,0.015183200011961162,3.863378926412066,27,0,7.425750946956922,0.4079586549645173,0.99384278279055,3.716
2025-03-15,B0_manual,573.0,36.0,566.0,426.0,426.0,0.7526501766784452,0.6551724137931034,0.7473498233215548,0.00530035335689046,20.0,0.034904013961605584,591.25,0.026184100017417222,27.379580244895006,29,0,0.0,0.0,0.0,27.379580244895006
2025-03-15,B1_optimization_only,573.0,36.0,566.0,457.0,457.0,0.8074204946996466,0.7586206896551724,0.7473498233215548,0.06007067137809187,0.0,0.0,629.75,0.016275100002530962,2.925271251666709,29,0,0.0,0.0,0.0,2.925271251666709
2025-03-15,P1_proposed_dss,573.0,36.0,566.0,457.0,457.0,0.8074204946996466,0.7586206896551724,0.7473498233215548,0.06007067137809187,0.0,0.0,629.75,0.015264799993019551,3.482497787005824,29,0,9.652637283525266,0.4784399192154062,1.2835252176157654,3.292
2025-03-16,B0_manual,673.0,57.0,687.0,522.0,522.0,0.759825327510917,0.43333333333333335,0.6899563318777293,0.06986899563318777,36.0,0.05349182763744428,723.5500000000002,0.02698460000101477,26.696958928201543,30,0,0.0,0.0,0.0,26.696958928201543
2025-03-16,B1_optimization_only,673.0,57.0,687.0,595.0,595.0,0.86608442503639,0.6333333333333333,0.6928675400291121,0.17321688500727803,10.0,0.014858841010401188,818.3999999999999,0.017504300049040467,2.9502917383341507,30,0,0.0,0.0,0.0,2.9502917383341507
2025-03-16,P1_proposed_dss,673.0,57.0,687.0,595.0,595.0,0.86608442503639,0.6333333333333333,0.6928675400291121,0.17321688500727803,10.0,0.014858841010401188,818.3999999999999,0.01578059996245429,4.430954409727394,30,0,7.6149205936353965,0.49362739771921127,0.9329359923265597,4.28
2025-03-17,B0_manual,622.0,59.0,543.0,424.0,424.0,0.7808471454880295,0.7,0.7440147329650092,0.03683241252302026,18.0,0.028938906752411574,602.75,0.026102499978151172,33.39747957467104,30,0,0.0,0.0,0.0,33.39747957467104
2025-03-17,B1_optimization_only,622.0,59.0,543.0,492.0,492.0,0.9060773480662984,0.8333333333333334,0.7421731123388582,0.16390423572744015,1.0,0.001607717041800643,698.5,0.01642800000263378,2.950273800000044,30,0,0.0,0.0,0.0,2.950273800000044
2025-03-17,P1_proposed_dss,622.0,59.0,543.0,481.0,440.0,0.8103130755064457,0.7666666666666667,0.6482504604051565,0.16206261510128914,8.0,0.012861736334405145,635.15,0.014843299984931946,4.196923761320262,30,0,8.123913309786332,0.670178158726817,1.4879174532160722,4.025309557625026
2025-03-18,B0_manual,625.0,50.0,725.0,394.0,394.0,0.543448275862069,0.5652173913043478,0.5089655172413793,0.034482758620689655,23.0,0.0368,573.2,0.02146990003529936,28.159520832608923,23,0,0.0,0.0,0.0,28.159520832608923
2025-03-18,B1_optimization_only,625.0,50.0,725.0,485.0,485.0,0.6689655172413793,0.5652173913043478,0.5089655172413793,0.16,9.0,0.0144,684.3000000000001,0.015957699972204864,2.7752659616662037,23,0,0.0,0.0,0.0,2.7752659616662037
2025-03-18,P1_proposed_dss,625.0,50.0,725.0,485.0,485.0,0.6689655172413793,0.5652173913043478,0.5089655172413793,0.16,9.0,0.0144,684.3000000000001,0.014484699990134686,3.5472736127208813,23,0,9.329288118328257,0.3186675772873109,1.3339763676471683,3.364
2025-03-19,B0_manual,526.0,55.0,467.0,416.0,416.0,0.8907922912205567,0.7407407407407407,0.8886509635974305,0.0021413276231263384,29.0,0.055133079847908745,570.0,0.024447500007227063,26.771942412037287,27,0,0.0,0.0,0.0,26.771942412037287
2025-03-19,B1_optimization_only,526.0,55.0,467.0,445.0,445.0,0.9528907922912205,0.8148148148148148,0.8758029978586723,0.07708779443254818,0.0,0.0,613.1500000000001,0.01766339997993782,2.8752943899996657,27,0,0.0,0.0,0.0,2.8752943899996657
2025-03-19,P1_proposed_dss,526.0,55.0,467.0,441.0,441.0,0.9443254817987152,0.7777777777777778,0.867237687366167,0.07708779443254818,0.0,0.0,609.35,0.01642649999121204,3.1707676004673533,27,0,8.35224324525825,0.44614233220849775,1.671243950583203,2.9960000000000004
2025-03-20,B0_manual,595.0,71.0,663.0,422.0,422.0,0.6365007541478129,0.5483870967741935,0.6184012066365008,0.01809954751131222,39.0,0.06554621848739496,620.8000000000001,0.026099100010469556,31.50608290353623,31,0,0.0,0.0,0.0,31.50608290353623
2025-03-20,B1_optimization_only,595.0,71.0,663.0,497.0,497.0,0.7496229260935143,0.5483870967741935,0.6184012066365008,0.13122171945701358,5.0,0.008403361344537815,707.0999999999999,0.017701100034173578,2.975295018333903,31,0,0.0,0.0,0.0,2.975295018333903
2025-03-20,P1_proposed_dss,595.0,71.0,663.0,497.0,497.0,0.7496229260935143,0.5483870967741935,0.6184012066365008,0.13122171945701358,5.0,0.008403361344537815,707.0999999999999,0.01577629998791963,4.53924964491498,31,0,8.65704178945051,0.4823566092443528,1.5225494029456232,4.361287576554506
2025-03-21,B0_manual,529.0,27.0,505.0,337.0,337.0,0.6673267326732674,0.5625,0.6237623762376238,0.04356435643564356,12.0,0.022684310018903593,497.6499999999999,0.027171600027941167,30.922395324037815,32,0,0.0,0.0,0.0,30.922395324037815
2025-03-21,B1_optimization_only,529.0,27.0,505.0,392.0,392.0,0.7762376237623763,0.71875,0.6237623762376238,0.15247524752475247,0.0,0.0,575.0999999999999,0.016510399989783764,3.000275173333163,32,0,0.0,0.0,0.0,3.000275173333163
2025-03-21,P1_proposed_dss,529.0,27.0,505.0,393.0,392.0,0.7762376237623763,0.71875,0.6237623762376238,0.15247524752475247,0.0,0.0,575.0999999999999,0.015255699981935322,3.98795664155668,32,0,5.6829516254903565,0.7658519569465992,1.4533392109818948,3.856
2025-03-22,B0_manual,586.0,19.0,598.0,463.0,463.0,0.774247491638796,0.6666666666666666,0.6889632107023411,0.08528428093645485,7.0,0.011945392491467578,611.85,0.023703399987425655,28.99921039199844,27,0,0.0,0.0,0.0,28.99921039199844
2025-03-22,B1_optimization_only,586.0,19.0,598.0,515.0,515.0,0.8612040133779264,0.7777777777777778,0.6889632107023411,0.17224080267558528,2.0,0.0034129692832764505,676.6,0.016089799988549203,2.8752681633331423,27,0,0.0,0.0,0.0,2.8752681633331423
2025-03-22,P1_proposed_dss,586.0,19.0,598.0,500.0,482.0,0.8060200668896321,0.7037037037037037,0.6354515050167224,0.1705685618729097,2.0,0.0034129692832764505,631.0000000000001,0.014604000025428832,4.169619075408573,27,0,6.962312792971959,0.5198273096598882,1.0439336544177442,4.027274446123989
2025-03-23,B0_manual,569.0,55.0,550.0,439.0,439.0,0.7981818181818182,0.5652173913043478,0.7254545454545455,0.07272727272727272,27.0,0.04745166959578207,721.2499999999998,0.02014839998446405,23.863626421212892,23,0,0.0,0.0,0.0,23.863626421212892
2025-03-23,B1_optimization_only,569.0,55.0,550.0,463.0,463.0,0.8418181818181818,0.6956521739130435,0.7254545454545455,0.11636363636363636,4.0,0.007029876977152899,751.8,0.015221099951304495,2.7752536849991887,23,0,0.0,0.0,0.0,2.7752536849991887
2025-03-23,P1_proposed_dss,569.0,55.0,550.0,457.0,457.0,0.8309090909090909,0.6521739130434783,0.7145454545454546,0.11636363636363636,4.0,0.007029876977152899,746.1,0.013712699990719557,3.5462852856321017,23,0,9.442950495052541,0.568786057062368,0.9116678858204702,3.364
2025-03-24,B0_manual,474.0,45.0,518.0,385.0,385.0,0.7432432432432432,0.6551724137931034,0.7181467181467182,0.025096525096525095,26.0,0.05485232067510549,588.6999999999999,0.024867800006177276,32.71893967638693,29,0,0.0,0.0,0.0,32.71893967638693
2025-03-24,B1_optimization_only,474.0,45.0,518.0,424.0,424.0,0.8185328185328186,0.7241379310344828,0.7123552123552124,0.10617760617760617,0.0,0.0,633.4,0.01648440002463758,2.925274740000411,29,0,0.0,0.0,0.0,2.925274740000411
2025-03-24,P1_proposed_dss,474.0,45.0,518.0,424.0,424.0,0.8185328185328186,0.7241379310344828,0.7123552123552124,0.10617760617760617,0.0,0.0,633.4,0.015287999995052814,3.6723624239315575,29,0,6.617504790329833,0.5501322806223966,1.2388203649461549,3.532
2025-03-25,B0_manual,480.0,40.0,497.0,350.0,350.0,0.704225352112676,0.6153846153846154,0.5975855130784709,0.10663983903420524,20.0,0.041666666666666664,494.3,0.024495900026522577,33.5086778359735,26,0,0.0,0.0,0.0,33.5086778359735
2025-03-25,B1_optimization_only,480.0,40.0,497.0,385.0,385.0,0.7746478873239436,0.6153846153846154,0.5975855130784709,0.17706237424547283,0.0,0.0,568.35,0.01661470002727583,2.8502769116671214,26,0,0.0,0.0,0.0,2.8502769116671214
2025-03-25,P1_proposed_dss,480.0,40.0,497.0,369.0,357.0,0.7183098591549296,0.5769230769230769,0.5251509054325956,0.193158953722334,0.0,0.0,537.95,0.015008699963800609,3.6055900014153712,26,0,7.919247099516829,0.5348589388365679,0.9862853466051027,3.4479999999999995
2025-03-26,B0_manual,539.0,40.0,607.0,391.0,391.0,0.6441515650741351,0.46153846153846156,0.5420098846787479,0.10214168039538715,23.0,0.04267161410018553,602.5,0.02253060002112761,33.291285504548526,26,0,0.0,0.0,0.0,33.291285504548526
2025-03-26,B1_optimization_only,539.0,40.0,607.0,423.0,423.0,0.6968698517298187,0.5,0.5238879736408567,0.17298187808896212,0.0,0.0,668.25,0.01597040001070127,2.850266173333512,26,0,0.0,0.0,0.0,2.850266173333512
2025-03-26,P1_proposed_dss,539.0,40.0,607.0,394.0,374.0,0.6161449752883031,0.46153846153846156,0.47611202635914335,0.1400329489291598,5.0,0.00927643784786642,581.35,0.015018399979453534,3.3695489014275277,26,0,8.087927206826693,0.4850519220139343,1.1049365568315817,3.208
2025-03-27,B0_manual,606.0,38.0,669.0,469.0,469.0,0.7010463378176383,0.5416666666666666,0.6502242152466368,0.05082212257100149,16.0,0.026402640264026403,707.25,0.0210298000019975,26.84822443754486,24,0,0.0,0.0,0.0,26.84822443754486
2025-03-27,B1_optimization_only,606.0,38.0,669.0,478.0,478.0,0.7144992526158446,0.5416666666666666,0.6502242152466368,0.06427503736920777,8.0,0.013201320132013201,724.75,0.015885000000707805,2.800264750000012,24,0,0.0,0.0,0.0,2.800264750000012
2025-03-27,P1_proposed_dss,606.0,38.0,669.0,478.0,478.0,0.7144992526158446,0.5416666666666666,0.6502242152466368,0.06427503736920777,8.0,0.013201320132013201,724.75,0.01458479999564588,4.042837527925143,24,0,8.575325468834137,0.5062739164344738,1.1540674902443118,3.8720000000000003
2025-03-28,B0_manual,567.0,50.0,653.0,402.0,402.0,0.6156202143950995,0.38461538461538464,0.6079632465543645,0.007656967840735069,34.0,0.059964726631393295,602.4499999999999,0.023302000015974045,28.375389594219236,26,0,0.0,0.0,0.0,28.375389594219236
2025-03-28,B1_optimization_only,567.0,50.0,653.0,470.0,470.0,0.7197549770290965,0.4230769230769231,0.5880551301684533,0.13169984686064318,0.0,0.0,724.45,0.016032999963499606,2.8502672166660585,26,0,0.0,0.0,0.0,2.8502672166660585
2025-03-28,P1_proposed_dss,567.0,50.0,653.0,470.0,463.0,0.7090352220520674,0.4230769230769231,0.5773353751914242,0.13169984686064318,0.0,0.0,717.8,0.015523500042036176,3.406354609747899,26,0,10.41665089593489,0.60116705556914,0.8679351333278841,3.208
2025-03-29,B0_manual,613.0,47.0,727.0,482.0,482.0,0.6629986244841816,0.46875,0.6451169188445667,0.017881705639614855,25.0,0.040783034257748776,834.75,0.02763510000659153,33.09521847688296,32,0,0.0,0.0,0.0,33.09521847688296
2025-03-29,B1_optimization_only,613.0,47.0,727.0,512.0,512.0,0.7042640990371389,0.5,0.6519944979367263,0.052269601100412656,7.0,0.011419249592169658,863.8999999999999,0.01743559999158606,3.000290593333193,32,0,0.0,0.0,0.0,3.000290593333193
2025-03-29,P1_proposed_dss,613.0,47.0,727.0,488.0,488.0,0.671251719394773,0.46875,0.6189821182943603,0.052269601100412656,17.0,0.02773246329526917,832.7,0.014981799991801381,4.847699441236582,32,0,9.745862169716036,0.558001696646361,1.4445995833460858,4.651642020408244
2025-03-30,B0_manual,536.0,37.0,570.0,359.0,359.0,0.6298245614035087,0.5666666666666667,0.6280701754385964,0.0017543859649122807,25.0,0.04664179104477612,508.55000000000007,0.025347899994812906,27.355105514006826,30,0,0.0,0.0,0.0,27.355105514006826
2025-03-30,B1_optimization_only,536.0,37.0,570.0,387.0,387.0,0.6789473684210526,0.6666666666666666,0.6298245614035087,0.04912280701754386,7.0,0.013059701492537313,548.6000000000001,0.01613000000361353,2.9502688333333937,30,0,0.0,0.0,0.0,2.9502688333333937
2025-03-30,P1_proposed_dss,536.0,37.0,570.0,387.0,387.0,0.6789473684210526,0.6666666666666666,0.6298245614035087,0.04912280701754386,7.0,0.013059701492537313,548.6000000000001,0.01474780001444742,4.735789099632147,30,0,8.87078335682868,0.5674289734436049,1.1270360130913144,4.559455830575846
2025-03-31,B0_manual,576.0,42.0,641.0,507.0,507.0,0.7909516380655226,0.6285714285714286,0.7035881435257411,0.0873634945397816,12.0,0.020833333333333332,752.3999999999997,0.031855400011409074,34.47564389172017,35,0,0.0,0.0,0.0,34.47564389172017
2025-03-31,B1_optimization_only,576.0,42.0,641.0,520.0,520.0,0.8112324492979719,0.7142857142857143,0.7004680187207488,0.11076443057722309,0.0,0.0,771.2999999999997,0.018642299983184785,3.07531070499972,35,0,0.0,0.0,0.0,3.07531070499972
2025-03-31,P1_proposed_dss,576.0,42.0,641.0,520.0,462.0,0.7207488299531981,0.6571428571428571,0.609984399375975,0.11076443057722309,0.0,0.0,685.3999999999997,0.016647899989038706,4.361546214528084,35,0,8.633294701928339,0.7310928098092498,1.5117374599584108,4.18
